pos_x , pos_y , pos_z , pos_d_x , pos_d_y , pos_d_z , pos_e_x , pos_e_y , pos_e_z , quat_x , quat_y , quat_z , quat_w , quat_d_x , quat_d_y , quat_d_z , quat_d_w , yaw , yaw_d , vel_x , vel_y , vel_z , vel_d_x , vel_d_y , vel_d_z , vel_e_x , vel_e_y , vel_e_z , acc_d_x , acc_d_y , acc_d_z , jerk_d_x , jerk_d_y , jerk_d_z , omega_d_x , omega_d_y , omega_d_z
0.000001 , 0.000007 , 0.062101 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.437900 , 0.000054 , 0.000005 , -0.000046 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000092 , 0.000000 , 0.000008 , -0.000080 , 0.171120 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.171120 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000001 , 0.000005 , 0.065693 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.434307 , 0.000055 , 0.000006 , -0.000050 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000100 , 0.000000 , 0.000010 , -0.000103 , 0.182390 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.182390 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000001 , 0.000002 , 0.069503 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.430497 , 0.000056 , 0.000007 , -0.000054 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000108 , 0.000000 , 0.000012 , -0.000126 , 0.193108 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.193108 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000001 , -0.000000 , 0.073518 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.426482 , 0.000057 , 0.000008 , -0.000058 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000116 , 0.000000 , 0.000015 , -0.000149 , 0.203268 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.203268 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000002 , -0.000004 , 0.077729 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.422271 , 0.000058 , 0.000009 , -0.000062 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000124 , 0.000000 , 0.000019 , -0.000172 , 0.212893 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.212893 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000002 , -0.000008 , 0.082124 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.417876 , 0.000059 , 0.000010 , -0.000066 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000132 , 0.000000 , 0.000022 , -0.000196 , 0.222004 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.222004 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000003 , -0.000012 , 0.086694 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.413306 , 0.000059 , 0.000012 , -0.000070 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000139 , 0.000000 , 0.000027 , -0.000220 , 0.230595 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.230595 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000003 , -0.000017 , 0.091429 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.408571 , 0.000060 , 0.000013 , -0.000074 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000148 , 0.000000 , 0.000032 , -0.000245 , 0.238693 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.238693 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000004 , -0.000022 , 0.096317 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.403683 , 0.000061 , 0.000014 , -0.000078 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000156 , 0.000000 , 0.000037 , -0.000269 , 0.246304 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.246304 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000005 , -0.000028 , 0.101352 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.398648 , 0.000062 , 0.000016 , -0.000082 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000164 , 0.000000 , 0.000043 , -0.000294 , 0.253441 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.253441 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000006 , -0.000034 , 0.106521 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.393479 , 0.000062 , 0.000017 , -0.000086 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000172 , 0.000000 , 0.000050 , -0.000319 , 0.260125 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.260125 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000007 , -0.000041 , 0.111818 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.388182 , 0.000063 , 0.000019 , -0.000090 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000180 , 0.000000 , 0.000057 , -0.000344 , 0.266352 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.266352 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000008 , -0.000048 , 0.117233 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.382767 , 0.000064 , 0.000021 , -0.000094 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000187 , 0.000000 , 0.000064 , -0.000370 , 0.272146 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.272146 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000010 , -0.000056 , 0.122757 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.377243 , 0.000064 , 0.000023 , -0.000098 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000195 , 0.000000 , 0.000073 , -0.000395 , 0.277519 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.277519 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000011 , -0.000064 , 0.128383 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.371617 , 0.000065 , 0.000024 , -0.000102 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000203 , 0.000000 , 0.000082 , -0.000421 , 0.282472 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.282472 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000013 , -0.000073 , 0.134101 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.365899 , 0.000065 , 0.000026 , -0.000106 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000211 , 0.000000 , 0.000092 , -0.000447 , 0.287028 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.287028 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000015 , -0.000082 , 0.139905 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.360095 , 0.000066 , 0.000028 , -0.000110 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000219 , 0.000000 , 0.000103 , -0.000474 , 0.291198 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.291198 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
0.000017 , -0.000092 , 0.145786 , 0.000000 , 0.000000 , 0.500000 , 0.000000 , 0.000000 , 0.354214 , 0.000067 , 0.000030 , -0.000114 , 1.000000 , 0.000000 , 0.000000 , 0.000000 , 1.000000 , -0.000227 , 0.000000 , 0.000114 , -0.000500 , 0.294980 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , -0.294980 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000
