0,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
0,0.000000,0.000000,12.000000,0.000000,1.188032,-0.146266,12.000000,-0.245000
0,0.000000,0.000000,12.000000,0.000000,2.305109,-0.576330,12.000000,-0.490000
0,0.000000,0.000000,12.000000,0.000000,3.284513,-1.264504,12.000000,-0.735000
0,0.000000,0.000000,12.000000,0.000000,4.067747,-2.169688,12.000000,-0.980000
0,0.000000,0.000000,12.000000,0.000000,4.608034,-3.237820,12.000000,-1.225000
0,0.000000,0.000000,12.000000,0.000000,4.873105,-4.405104,12.000000,-1.470000
0,0.000000,0.000000,12.000000,0.000000,4.847128,-5.601825,12.000000,-1.715000
0,0.000000,0.000000,12.000000,0.000000,4.531654,-6.756507,12.000000,-1.960000
0,0.000000,0.000000,12.000000,0.000000,3.945526,-7.800187,12.000000,-2.205000
0,0.000000,0.000000,12.000000,0.000000,3.123749,-8.670531,12.000000,-2.450000
0,0.000000,0.000000,12.000000,0.000000,2.115406,-9.315558,12.000000,-2.695000
1,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
1,0.000000,0.000000,12.000000,0.000000,1.189196,-0.139021,12.000000,-0.232750
1,0.000000,0.000000,12.000000,0.000000,2.314261,-0.548586,12.000000,-0.465500
1,0.000000,0.000000,12.000000,0.000000,3.314521,-1.206609,12.000000,-0.698250
1,0.000000,0.000000,12.000000,0.000000,4.136034,-2.077603,12.000000,-0.931000
1,0.000000,0.000000,12.000000,0.000000,4.734497,-3.114596,12.000000,-1.163750
1,0.000000,0.000000,12.000000,0.000000,5.077636,-4.261666,12.000000,-1.396500
1,0.000000,0.000000,12.000000,0.000000,5.146946,-5.456953,12.000000,-1.629250
1,0.000000,0.000000,12.000000,0.000000,4.938689,-6.635996,12.000000,-1.862000
1,0.000000,0.000000,12.000000,0.000000,4.464097,-7.735212,12.000000,-2.094750
1,0.000000,0.000000,12.000000,0.000000,3.748762,-8.695322,12.000000,-2.327500
1,0.000000,0.000000,12.000000,0.000000,2.831263,-9.464548,12.000000,-2.560250
2,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
2,0.000000,0.000000,12.000000,0.000000,1.190301,-0.131765,12.000000,-0.220500
2,0.000000,0.000000,12.000000,0.000000,2.322962,-0.520679,12.000000,-0.441000
2,0.000000,0.000000,12.000000,0.000000,3.343138,-1.147910,12.000000,-0.661500
2,0.000000,0.000000,12.000000,0.000000,4.201427,-1.983085,12.000000,-0.882000
2,0.000000,0.000000,12.000000,0.000000,4.856268,-2.985762,12.000000,-1.102500
2,0.000000,0.000000,12.000000,0.000000,5.275951,-4.107387,12.000000,-1.323000
2,0.000000,0.000000,12.000000,0.000000,5.440154,-5.293648,12.000000,-1.543500
2,0.000000,0.000000,12.000000,0.000000,5.340925,-6.487102,12.000000,-1.764000
2,0.000000,0.000000,12.000000,0.000000,4.983069,-7.629956,12.000000,-1.984500
2,0.000000,0.000000,12.000000,0.000000,4.383915,-8.666871,12.000000,-2.205000
2,0.000000,0.000000,12.000000,0.000000,3.572477,-9.547635,12.000000,-2.425500
3,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
3,0.000000,0.000000,12.000000,0.000000,1.191346,-0.124499,12.000000,-0.208250
3,0.000000,0.000000,12.000000,0.000000,2.331212,-0.492617,12.000000,-0.416500
3,0.000000,0.000000,12.000000,0.000000,3.370343,-1.088446,12.000000,-0.624750
3,0.000000,0.000000,12.000000,0.000000,4.263836,-1.886240,12.000000,-0.833000
3,0.000000,0.000000,12.000000,0.000000,4.973082,-2.851525,12.000000,-1.041250
3,0.000000,0.000000,12.000000,0.000000,5.467433,-3.942590,12.000000,-1.249500
3,0.000000,0.000000,12.000000,0.000000,5.725528,-5.112287,12.000000,-1.457750
3,0.000000,0.000000,12.000000,0.000000,5.736214,-6.310073,12.000000,-1.666000
3,0.000000,0.000000,12.000000,0.000000,5.499030,-7.484189,12.000000,-1.874250
3,0.000000,0.000000,12.000000,0.000000,5.024223,-8.583900,12.000000,-2.082500
3,0.000000,0.000000,12.000000,0.000000,4.332313,-9.561686,12.000000,-2.290750
4,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
4,0.000000,0.000000,12.000000,0.000000,1.192332,-0.117224,12.000000,-0.196000
4,0.000000,0.000000,12.000000,0.000000,2.339006,-0.464407,12.000000,-0.392000
4,0.000000,0.000000,12.000000,0.000000,3.396112,-1.028255,12.000000,-0.588000
4,0.000000,0.000000,12.000000,0.000000,4.323170,-1.787176,12.000000,-0.784000
4,0.000000,0.000000,12.000000,0.000000,5.084680,-2.712108,12.000000,-0.980000
4,0.000000,0.000000,12.000000,0.000000,5.651482,-3.767633,12.000000,-1.176000
4,0.000000,0.000000,12.000000,0.000000,6.001870,-4.913332,12.000000,-1.372000
4,0.000000,0.000000,12.000000,0.000000,6.122428,-6.105332,12.000000,-1.568000
4,0.000000,0.000000,12.000000,0.000000,6.008539,-7.297987,12.000000,-1.764000
4,0.000000,0.000000,12.000000,0.000000,5.664563,-8.445627,12.000000,-1.960000
4,0.000000,0.000000,12.000000,0.000000,5.103674,-9.504306,12.000000,-2.156000
5,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
5,0.000000,0.000000,12.000000,0.000000,1.193259,-0.109940,12.000000,-0.183750
5,0.000000,0.000000,12.000000,0.000000,2.346342,-0.436059,12.000000,-0.367500
5,0.000000,0.000000,12.000000,0.000000,3.420426,-0.967377,12.000000,-0.551250
5,0.000000,0.000000,12.000000,0.000000,4.379346,-1.686004,12.000000,-0.735000
5,0.000000,0.000000,12.000000,0.000000,5.190818,-2.567745,12.000000,-0.918750
5,0.000000,0.000000,12.000000,0.000000,5.827519,-3.582913,12.000000,-1.102500
5,0.000000,0.000000,12.000000,0.000000,6.268013,-4.697327,12.000000,-1.286250
5,0.000000,0.000000,12.000000,0.000000,6.497468,-5.873467,12.000000,-1.470000
5,0.000000,0.000000,12.000000,0.000000,6.508158,-7.071732,12.000000,-1.653750
5,0.000000,0.000000,12.000000,0.000000,6.299724,-8.251779,12.000000,-1.837500
5,0.000000,0.000000,12.000000,0.000000,5.879184,-9.373875,12.000000,-2.021250
6,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
6,0.000000,0.000000,12.000000,0.000000,1.194127,-0.102648,12.000000,-0.171500
6,0.000000,0.000000,12.000000,0.000000,2.353217,-0.407581,12.000000,-0.343000
6,0.000000,0.000000,12.000000,0.000000,3.443264,-0.905851,12.000000,-0.514500
6,0.000000,0.000000,12.000000,0.000000,4.432284,-1.582839,12.000000,-0.686000
6,0.000000,0.000000,12.000000,0.000000,5.291261,-2.418683,12.000000,-0.857500
6,0.000000,0.000000,12.000000,0.000000,5.994990,-3.388858,12.000000,-1.029000
6,0.000000,0.000000,12.000000,0.000000,6.522825,-4.464899,12.000000,-1.200500
6,0.000000,0.000000,12.000000,0.000000,6.859279,-5.615235,12.000000,-1.372000
6,0.000000,0.000000,12.000000,0.000000,6.994480,-6.806116,12.000000,-1.543500
6,0.000000,0.000000,12.000000,0.000000,6.924461,-8.002599,12.000000,-1.715000
6,0.000000,0.000000,12.000000,0.000000,6.651278,-9.169580,12.000000,-1.886500
7,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,12.000000,0.000000
7,0.000000,0.000000,12.000000,0.000000,1.194935,-0.095348,12.000000,-0.159250
7,0.000000,0.000000,12.000000,0.000000,2.359629,-0.378980,12.000000,-0.318500
7,0.000000,0.000000,12.000000,0.000000,3.464608,-0.843718,12.000000,-0.477750
7,0.000000,0.000000,12.000000,0.000000,4.481908,-1.477800,12.000000,-0.637000
7,0.000000,0.000000,12.000000,0.000000,5.385785,-2.265179,12.000000,-0.796250
