0,27.727922,25.970563,1.757359,0.063379
1,25.970563,25.970563,0.000000,0.000000
2,27.727922,27.727922,1.757359,0.063379
3,25.970563,25.970563,0.585786,0.022556
4,29.485281,29.485281,3.514719,0.119202
5,30.071068,29.485281,1.757359,0.058440
6,30.656854,30.656854,1.757359,0.057324
7,30.071068,30.071068,2.928932,0.097400
8,27.727922,27.727922,1.171573,0.042252
9,26.556349,26.556349,1.171573,0.044116
10,25.384776,25.384776,0.000000,0.000000
11,27.727922,27.727922,2.343146,0.084505
12,31.242641,31.242641,1.171573,0.037499
13,28.313708,28.313708,1.757359,0.062067
14,30.656854,30.656854,2.928932,0.095539
15,27.727922,27.727922,2.343146,0.084505
16,26.556349,26.556349,1.171573,0.044116
17,27.727922,27.727922,0.000000,0.000000
18,27.727922,27.727922,-0.000000,-0.000000
19,28.899495,28.899495,1.757359,0.060809
20,26.556349,26.556349,1.171573,0.044116
21,28.313708,28.313708,0.585786,0.020689
22,26.556349,26.556349,0.000000,0.000000
23,30.071068,30.071068,2.928932,0.097400
24,29.485281,29.485281,-0.000000,-0.000000
25,28.313708,28.313708,1.757359,0.062067
26,30.656854,30.656854,3.514719,0.114647
27,30.656854,30.656854,4.100505,0.133755
28,25.970563,25.970563,0.585786,0.022556
29,26.556349,26.556349,1.171573,0.044116
30,35.727922,35.727922,6.242641,0.174727
31,30.071068,30.071068,0.000000,0.000000
32,30.071068,30.071068,2.343146,0.077920
33,30.071068,30.071068,-0.000000,-0.000000
34,29.485281,29.485281,1.171573,0.039734
35,28.313708,28.313708,2.343146,0.082757
36,26.556349,26.556349,0.000000,0.000000
37,24.798990,24.798990,0.000000,0.000000
38,28.313708,28.313708,1.171573,0.041378
39,28.899495,28.899495,1.757359,0.060809
40,27.142136,27.142136,1.757359,0.064747
41,29.485281,29.485281,1.757359,0.059601
42,33.727922,33.727922,4.242641,0.125790
43,31.242641,31.242641,1.757359,0.056249
44,27.142136,27.142136,1.171573,0.043164
45,26.556349,26.556349,1.171573,0.044116
46,27.727922,27.727922,2.343146,0.084505
