0,1,40.313708,40.313708,8.000000,0.198444
0,2,40.313708,40.313708,3.757359,0.093203
1,1,35.727922,35.727922,2.828427,0.079166
1,2,35.727922,35.727922,1.414214,0.039583
2,1,39.142136,39.142136,6.828427,0.174452
2,2,39.142136,39.142136,6.828427,0.174452
3,1,46.556349,41.142136,10.343146,0.222164
3,2,46.556349,45.970563,10.585786,0.227376
4,1,33.485281,33.485281,3.656854,0.109208
4,2,33.485281,33.485281,0.000000,0.000000
5,1,40.899495,40.899495,6.100505,0.149158
5,2,40.899495,40.899495,5.514719,0.134836
6,1,39.627417,39.627417,4.828427,0.121846
6,2,39.627417,39.627417,4.000000,0.100940
7,1,34.798990,34.798990,0.000000,0.000000
7,2,34.798990,34.798990,0.000000,0.000000
8,1,36.213203,36.213203,3.071068,0.084805
8,2,36.213203,36.213203,2.242641,0.061929
9,1,39.384776,38.213203,6.242641,0.158504
9,2,39.384776,39.384776,2.828427,0.071815
10,1,35.384776,35.384776,3.071068,0.086791
10,2,35.384776,35.384776,0.000000,0.000000
11,1,35.627417,35.627417,1.656854,0.046505
11,2,35.627417,35.627417,0.000000,0.000000
12,1,43.727922,43.727922,7.757359,0.177401
12,2,43.727922,43.727922,7.514719,0.171852
13,1,37.384776,37.384776,3.414214,0.091326
13,2,37.384776,37.384776,1.757359,0.047007
14,1,31.485281,31.485281,1.656854,0.052623
14,2,31.485281,31.485281,0.000000,0.000000
15,1,35.727922,35.727922,1.171573,0.032792
15,2,35.727922,35.727922,0.000000,0.000000
16,1,39.041631,39.041631,3.414214,0.087451
16,2,39.041631,39.041631,1.414214,0.036223
17,1,37.384776,37.384776,3.414214,0.091326
17,2,37.384776,37.384776,1.414214,0.037829
18,1,37.041631,37.041631,3.899495,0.105273
18,2,37.041631,37.041631,1.414214,0.038179
19,1,43.828427,40.313708,6.686292,0.152556
19,2,43.828427,43.828427,6.100505,0.139191
20,1,43.384776,42.798990,10.485281,0.241681
20,2,43.384776,37.384776,7.171573,0.165302
21,1,36.656854,35.485281,2.928932,0.079901
21,2,36.656854,36.656854,2.928932,0.079901
22,1,40.313708,40.313708,5.514719,0.136795
22,2,40.313708,41.041631,0.686292,0.017024
23,1,39.384776,39.384776,4.000000,0.101562
23,2,39.384776,39.384776,4.000000,0.101562
24,1,42.556349,41.384776,8.000000,0.187986
24,2,42.556349,36.556349,7.171573,0.168519
25,1,42.213203,41.627417,6.000000,0.142136
25,2,42.213203,42.213203,2.828427,0.067003
26,1,40.455844,40.455844,6.485281,0.160305
26,2,40.455844,40.455844,4.000000,0.098873
27,1,38.213203,38.213203,2.828427,0.074017
27,2,38.213203,38.213203,1.171573,0.030659
28,1,43.242641,40.313708,4.686292,0.108372
28,2,43.242641,43.242641,4.100505,0.094826
29,1,37.142136,37.142136,1.757359,0.047314
29,2,37.142136,37.142136,1.757359,0.047314
30,1,38.798990,38.798990,7.313708,0.188503
30,2,38.798990,38.798990,5.899495,0.152053
31,1,42.899495,42.899495,9.171573,0.213792
31,2,42.899495,42.899495,9.171573,0.213792
32,1,41.142136,41.142136,1.757359,0.042714
32,2,41.142136,41.142136,1.757359,0.042714
33,1,37.142136,37.142136,1.757359,0.047314
33,2,37.142136,37.142136,1.757359,0.047314
34,1,31.485281,31.485281,0.000000,0.000000
34,2,31.485281,31.485281,0.000000,0.000000
35,1,35.627417,35.627417,1.656854,0.046505
35,2,35.627417,35.627417,1.656854,0.046505
36,1,35.627417,35.627417,1.656854,0.046505
36,2,35.627417,35.627417,0.000000,0.000000
37,1,38.313708,38.313708,6.828427,0.178224
37,2,38.313708,38.313708,5.171573,0.134980
38,1,35.142136,35.142136,1.171573,0.033338
38,2,35.142136,35.142136,1.171573,0.033338
39,1,42.556349,39.384776,6.000000,0.140990
39,2,42.556349,42.556349,6.585786,0.154754
40,1,35.485281,35.485281,1.757359,0.049524
40,2,35.485281,35.485281,1.757359,0.049524
41,1,42.313708,42.313708,4.686292,0.110751
41,2,42.313708,42.313708,4.100505,0.096907
42,1,43.142136,42.556349,9.414214,0.218214
42,2,43.142136,43.142136,6.343146,0.147029
43,1,49.970563,47.041631,15.414214,0.308466
43,2,49.970563,49.970563,11.757359,0.235286
44,1,37.870058,37.870058,3.071068,0.081095
44,2,37.870058,37.870058,1.414214,0.037344
45,1,40.899495,40.899495,1.757359,0.042968
45,2,40.899495,40.313708,5.171573,0.126446
46,1,34.556349,34.556349,1.656854,0.047946
46,2,34.556349,34.556349,0.000000,0.000000
47,1,39.627417,39.627417,7.313708,0.184562
47,2,39.627417,39.627417,5.071068,0.127969
48,1,41.384776,41.384776,1.171573,0.028309
48,2,41.384776,41.384776,2.343146,0.056619
49,1,36.313708,36.313708,1.757359,0.048394
49,2,36.313708,36.313708,1.757359,0.048394
50,1,46.798990,43.627417,13.071068,0.279302
50,2,46.798990,40.213203,9.656854,0.206347
51,1,41.142136,41.142136,4.343146,0.105564
51,2,41.142136,37.627417,3.514719,0.085429
52,1,44.455844,44.455844,8.828427,0.198589
52,2,44.455844,44.455844,2.585786,0.058165
53,1,37.384776,37.384776,5.899495,0.157805
53,2,37.384776,37.384776,5.071068,0.135645
54,1,41.041631,40.455844,8.727922,0.212660
54,2,41.041631,41.041631,1.757359,0.042819
55,1,38.556349,38.556349,4.828427,0.125230
55,2,38.556349,38.556349,4.000000,0.103744
56,1,37.970563,33.485281,4.485281,0.118125
56,2,37.970563,36.798990,4.242641,0.111735
57,1,45.142136,45.142136,10.585786,0.234499
57,2,45.142136,45.142136,10.585786,0.234499
58,1,36.556349,36.556349,1.757359,0.048073
58,2,36.556349,35.384776,1.171573,0.032048
59,1,36.556349,36.556349,3.414214,0.093396
59,2,36.556349,36.556349,1.171573,0.032048
60,1,40.798990,40.213203,7.071068,0.173315
60,2,40.798990,40.798990,7.656854,0.187673
61,1,37.284271,37.284271,4.142136,0.111096
61,2,37.284271,37.284271,0.000000,0.000000
62,1,39.142136,39.142136,5.171573,0.132123
62,2,39.142136,38.556349,2.000000,0.051096
63,1,37.727922,37.727922,4.585786,0.121549
63,2,37.727922,37.727922,4.585786,0.121549
64,1,34.798990,34.798990,3.313708,0.095224
64,2,34.798990,34.798990,1.656854,0.047612
65,1,40.798990,40.798990,6.000000,0.147062
65,2,40.798990,40.798990,6.000000,0.147062
66,1,41.142136,39.970563,5.757359,0.139938
66,2,41.142136,41.142136,4.585786,0.111462
67,1,37.970563,37.970563,4.828427,0.127162
