0,1,37.970563,37.970563,4.485281,0.118125
0,2,37.970563,37.970563,2.828427,0.074490
1,1,35.970563,35.970563,2.242641,0.062347
1,2,35.970563,35.970563,2.242641,0.062347
2,1,32.313708,32.313708,0.000000,0.000000
2,2,32.313708,32.313708,0.000000,0.000000
3,1,35.970563,35.970563,2.828427,0.078632
3,2,35.970563,35.970563,2.828427,0.078632
4,1,36.313708,36.313708,1.757359,0.048394
4,2,36.313708,36.313708,1.757359,0.048394
5,1,39.970563,39.970563,1.656854,0.041452
5,2,39.970563,39.384776,2.343146,0.058622
6,1,36.556349,37.041631,1.171573,0.032048
6,2,36.556349,36.556349,3.414214,0.093396
7,1,31.485281,31.485281,1.656854,0.052623
7,2,31.485281,31.485281,0.000000,0.000000
8,1,35.627417,35.627417,1.656854,0.046505
8,2,35.627417,35.627417,0.000000,0.000000
9,1,39.627417,37.627417,6.727922,0.169779
9,2,39.627417,37.041631,5.899495,0.148874
10,1,36.313708,36.313708,1.757359,0.048394
10,2,36.313708,36.313708,1.757359,0.048394
11,1,33.142136,33.142136,1.656854,0.049992
11,2,33.142136,33.142136,0.000000,0.000000
12,1,38.071068,38.071068,5.171573,0.135840
12,2,38.071068,38.071068,2.928932,0.076933
13,1,36.213203,36.213203,3.899495,0.107682
13,2,36.213203,36.213203,1.414214,0.039052
14,1,39.384776,39.384776,5.071068,0.128757
14,2,39.384776,38.798990,3.656854,0.092849
15,1,38.313708,38.313708,1.414214,0.036911
15,2,38.313708,38.313708,3.171573,0.082779
16,1,36.455844,36.455844,3.313708,0.090896
16,2,36.455844,36.455844,0.000000,0.000000
17,1,35.727922,35.727922,1.414214,0.039583
17,2,35.727922,35.727922,2.828427,0.079166
18,1,40.213203,36.556349,6.485281,0.161272
18,2,40.213203,39.627417,3.414214,0.084903
19,1,36.899495,36.899495,1.171573,0.031750
19,2,36.899495,36.899495,0.000000,0.000000
20,1,35.142136,35.142136,1.171573,0.033338
20,2,35.142136,35.142136,1.171573,0.033338
21,1,34.313708,34.313708,2.828427,0.082428
21,2,34.313708,34.313708,1.414214,0.041214
22,1,36.455844,36.455844,3.556349,0.097552
22,2,36.455844,34.556349,3.556349,0.097552
23,1,39.627417,39.627417,3.414214,0.086158
23,2,39.627417,39.627417,6.485281,0.163656
24,1,31.485281,31.485281,1.656854,0.052623
24,2,31.485281,31.485281,0.000000,0.000000
25,1,38.798990,38.798990,2.828427,0.072900
25,2,38.798990,38.213203,0.585786,0.015098
26,1,37.142136,37.142136,2.585786,0.069619
26,2,37.142136,37.142136,2.585786,0.069619
27,1,33.142136,33.142136,0.000000,0.000000
27,2,33.142136,33.142136,0.000000,0.000000
28,1,35.970563,35.627417,2.000000,0.055601
28,2,35.970563,35.970563,3.656854,0.101662
29,1,39.627417,37.627417,4.828427,0.121846
29,2,39.627417,39.627417,4.242641,0.107063
30,1,30.656854,30.656854,0.000000,0.000000
30,2,30.656854,30.656854,0.000000,0.000000
31,1,29.828427,29.828427,0.000000,0.000000
31,2,29.828427,29.828427,0.000000,0.000000
32,1,34.899495,34.899495,1.757359,0.050355
32,2,34.899495,34.899495,1.757359,0.050355
33,1,41.627417,40.455844,6.828427,0.164037
33,2,41.627417,41.627417,6.000000,0.144136
34,1,34.798990,34.798990,0.000000,0.000000
34,2,34.798990,34.798990,0.000000,0.000000
35,1,37.384776,37.384776,4.242641,0.113486
35,2,37.384776,37.384776,2.828427,0.075657
36,1,32.313708,32.313708,1.656854,0.051274
36,2,32.313708,32.313708,1.656854,0.051274
37,1,37.142136,37.142136,1.171573,0.031543
37,2,37.142136,37.142136,1.757359,0.047314
38,1,35.142136,35.142136,2.242641,0.063816
38,2,35.142136,35.142136,2.242641,0.063816
39,1,36.313708,34.798990,3.171573,0.087338
39,2,36.313708,36.313708,4.000000,0.110151
40,1,34.556349,34.556349,2.242641,0.064898
40,2,34.556349,34.556349,2.242641,0.064898
41,1,35.142136,33.727922,1.414214,0.040243
41,2,35.142136,35.142136,2.828427,0.080485
42,1,36.556349,35.384776,2.828427,0.077372
